Symbol,Name,Country,Sector,Industry
ENERU,Accretion Acquisition Corp. Unit,United States,Finance,Blank Checks
ENG,ENGlobal Corporation Common Stock,United States,Consumer Discretionary,Military/Government/Technical
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Israel,,
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
ENPH,Enphase Energy Inc. Common Stock,United States,Technology,Semiconductors
ENSC,Ensysce Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
ENSV,Enservco Corporation Common Stock,United States,Energy,Oilfield Services/Equipment
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,United States,Industrials,Plastic Products
ENTX,Entera Bio Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVB,Enveric Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation Common Stock,United States,Miscellaneous,Industrial Machinery/Components
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,Finance,Finance/Investors Services
EOLS,Evolus Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,United States,Miscellaneous,Industrial Machinery/Components
EP,Empire Petroleum Corporation Common Stock,United States,Energy,Oil & Gas Production
EPIX,ESSA Pharma Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
EPM,Evolution Petroleum Corporation Inc. Common Stock,United States,Energy,Oil & Gas Production
EPOW,Sunrise New Energy Co. Ltd Ordinary Shares,China,Consumer Discretionary,Business Services
EPSN,Epsilon Energy Ltd. Common Share,United States,,
EQ,Equillium Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EQIX,Equinix Inc. Common Stock REIT,United States,Real Estate,Real Estate Investment Trusts
EQRX,EQRx Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EQRXW,EQRx Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EQX,Equinox Gold Corp. Common Shares,Canada,,
ERAS,Erasca Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ERC,Allspring Multi-Sector Income Fund Common Stock,United States,Finance,Finance/Investors Services
ERH,Allspring Utilities and High Income Fund Common Shares,,Finance,Finance/Investors Services
ERIC,Ericsson American Depositary Shares,Sweden,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company Class A Common Stock,United States,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,United States,Technology,Industrial Machinery/Components
ERNA,Eterna Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,United States,Finance,Blank Checks
ESACW,ESGEN Acquisition Corporation Warrants,United States,Finance,Blank Checks
ESCA,Escalade Incorporated Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Greece,Consumer Discretionary,Marine Transportation
ESGL,ESGL Holdings Limited Ordinary Shares,Singapore,,
ESGLW,ESGL Holdings Limited Warrants,Singapore,,
ESGR,Enstar Group Limited Ordinary Shares,Bermuda,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Bermuda,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Bermuda,Finance,Property-Casualty Insurers
ESHA,ESH Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
ESHAR,ESH Acquisition Corp. Right,United States,Finance,Blank Checks
ESLT,Elbit Systems Ltd. Ordinary Shares,Israel,Industrials,Military/Government/Technical
ESOA,Energy Services of America Corporation Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
ESP,Espey Mfg. & Electronics Corp. Common Stock,United States,Technology,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,United States,Finance,Commercial Banks
ESSA,ESSA Bancorp Inc. Common Stock,United States,Finance,Banks
ESTA,Establishment Labs Holdings Inc. Common Shares,Costa Rica,Health Care,Industrial Specialties
ETAO,Etao International Co. Ltd. Ordinary Shares,United States,Finance,Blank Checks
ETNB,89bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETON,Eton Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETSY,Etsy Inc. Common Stock,United States,Consumer Discretionary,Business Services
EU,enCore Energy Corp. Common Shares,,Basic Materials,Other Metals and Minerals
EUDA,EUDA Health Holdings Limited Ordinary Shares,Singapore,Finance,Blank Checks
EUDAW,EUDA Health Holdings Limited Warrant,Singapore,,
EVAX,Evaxion Biotech A/S American Depositary Share,Denmark,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVBG,Everbridge Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
EVBN,Evans Bancorp Inc. Common Stock,United States,Finance,Major Banks
EVCM,EverCommerce Inc. Common Stock,United States,Technology,EDP Services
EVE,EVe Mobility Acquisition Corp Class A Ordinary Shares,,Finance,Blank Checks
EVER,EverQuote Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
EVGN,Evogene Ltd Ordinary Shares,Israel,Industrials,Agricultural Chemicals
EVGO,EVgo Inc. Class A Common Stock,United States,Consumer Discretionary,Other Specialty Stores
EVGOW,EVgo Inc. Warrants,United States,Consumer Discretionary,Other Specialty Stores
EVGR,Evergreen Corporation Class A Ordinary Share,Malaysia,Finance,Blank Checks
EVI,EVI Industries Inc.  Common Stock,United States,Industrials,Industrial Machinery/Components
EVLO,Evelo Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,United States,Technology,Computer peripheral equipment
EVLVW,Evolv Technologies Holdings Inc. Warrant,United States,Technology,Computer peripheral equipment
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,Finance,Finance/Investors Services
EVO,Evotec SE American Depositary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
EVOK,Evoke Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EVRG,Evergy Inc. Common Stock,United States,Utilities,Power Generation
EVTV,Envirotech Vehicles Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
EWBC,East West Bancorp Inc. Common Stock,United States,Finance,Major Banks
EWCZ,European Wax Center Inc. Class A Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
EWTX,Edgewise Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EXAI,Exscientia Plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXAS,Exact Sciences Corporation Common Stock,United States,Health Care,Medical Specialities
EXC,Exelon Corporation Common Stock,United States,Utilities,Power Generation
EXEL,Exelixis Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXFY,Expensify Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
EXLS,ExlService Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services
EXPD,Expeditors International of Washington Inc. Common Stock,United States,Consumer Discretionary,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
EXPI,eXp World Holdings Inc. Common Stock,United States,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,United States,Consumer Discretionary,Professional Services
EXTR,Extreme Networks Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
EYE,National Vision Holdings Inc. Common Stock,United States,Health Care,Ophthalmic Goods
EYEN,Eyenovia Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
EZFL,EzFill Holdings Inc. Common Stock,United States,Technology,EDP Services
EZGO,EZGO Technologies Ltd. Ordinary Shares,China,Consumer Discretionary,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States,Miscellaneous,Diversified Commercial Services
FA,First Advantage Corporation Common Stock,United States,Consumer Discretionary,Business Services
FAMI,Farmmi Inc. Ordinary Shares,China,Consumer Staples,Packaged Foods
FANG,Diamondback Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
FANH,Fanhua Inc. American Depositary Shares,China,Finance,Specialty Insurers
FARM,Farmer Brothers Company Common Stock,United States,Consumer Staples,Packaged Foods
FARO,FARO Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
FAT,FAT Brands Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
FATBB,FAT Brands Inc. Class B Common Stock,United States,Consumer Discretionary,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,United States,Consumer Discretionary,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FATP,Fat Projects Acquisition Corp Class A Ordinary Share,Singapore,Consumer Discretionary,Restaurants
FATPW,Fat Projects Acquisition Corp Warrant,Singapore,Consumer Discretionary,Restaurants
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,United States,Finance,Investment Managers
FAZE,FaZe Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
FAZEW,FaZe Holdings Inc. Warrant,United States,Industrials,Industrial Machinery/Components
FBIO,Fortress Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FBIZ,First Business Financial Services Inc. Common Stock,United States,Finance,Major Banks
FBMS,First Bancshares Inc.,United States,Finance,Major Banks
FBNC,First Bancorp Common Stock,United States,Finance,Major Banks
FBRX,Forte Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FCAP,First Capital Inc. Common Stock,United States,Finance,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,United States,Finance,Major Banks
FCCO,First Community Corporation Common Stock,United States,Finance,Major Banks
FCEL,FuelCell Energy Inc. Common Stock,United States,Energy,Industrial Machinery/Components
FCFS,FirstCash Holdings Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States,Finance,Major Banks
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,United States,Finance,Major Banks
FCNCP,First Citizens BancShares Inc. Depositary Shares,United States,Finance,Major Banks
FCO,abrdn Global Income Fund Inc. Common Stock,United States,Finance,Investment Managers
FCUV,Focus Universal Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
FDBC,Fidelity D & D Bancorp Inc. Common Stock,United States,Finance,Major Banks
FDMT,4D Molecular Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FDS,FactSet Research Systems Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
FDUS,Fidus Investment Corporation Common Stock,United States,Finance,Finance/Investors Services
FEAM,5E Advanced Materials Inc. Common Stock,United States,Industrials,Major Chemicals
FEIM,Frequency Electronics Inc. Common Stock,United States,Industrials,Electrical Products
FELE,Franklin Electric Co. Inc. Common Stock,United States,Consumer Discretionary,Metal Fabrications
FEMY,Femasys Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
FEN,First Trust Energy Income and Growth Fund,United States,Finance,Finance/Investors Services
FENC,Fennec Pharmaceuticals Inc. Common Stock,United States,Health Care,Pharmaceuticals and Biotechnology
FEXD,Fintech Ecosystem Development Corp. Class A Common Stock,United States,Finance,Blank Checks
FEXDR,Fintech Ecosystem Development Corp. Right,United States,Finance,Blank Checks
FEXDW,Fintech Ecosystem Development Corp. Warrant,United States,Finance,Blank Checks
FFBC,First Financial Bancorp. Common Stock,United States,Finance,Major Banks
FFIC,Flushing Financial Corporation Common Stock,United States,Finance,Major Banks
FFIE,Faraday Future Intelligent Electric Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,United States,Consumer Discretionary,Auto Manufacturing
FFIN,First Financial Bankshares Inc. Common Stock,United States,Finance,Major Banks
FFIV,F5 Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
FFNW,First Financial Northwest Inc. Common Stock,United States,Finance,Banks
FFWM,First Foundation Inc. Common Stock,United States,Finance,Major Banks
FGBI,First Guaranty Bancshares Inc. Common Stock,United States,Finance,Major Banks
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,Finance,Savings Institutions
FGEN,FibroGen Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FGF,FG Financial Group Inc. Common Stock (NV),United States,Finance,Property-Casualty Insurers
FGFPP,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,United States,Finance,Property-Casualty Insurers
FGH,FG Group Holdings Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
FGI,FGI Industries Ltd. Ordinary Shares,United States,Industrials,Industrial Specialties
FGIWW,FGI Industries Ltd. Warrant,United States,Industrials,Industrial Specialties
FGMC,FG Merger Corp. Common Stock,United States,Technology,Computer Software: Prepackaged Software
FGMCU,FG Merger Corp. Unit,United States,Technology,Computer Software: Prepackaged Software
FGMCW,FG Merger Corp. Warrant,United States,Technology,Computer Software: Prepackaged Software
FHB,First Hawaiian Inc. Common Stock,United States,Finance,Major Banks
FHTX,Foghorn Therapeutics Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
FIAC,Focus Impact Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
FIACW,Focus Impact Acquisition Corp. Warrant,United States,Finance,Blank Checks
FIBK,First Interstate BancSystem Inc. Common Stock (DE),United States,Finance,Major Banks
FICV,Frontier Investment Corp Class A Ordinary Shares,United States,Finance,Blank Checks
FICVW,Frontier Investment Corp Warrants,United States,Finance,Blank Checks
FINW,FinWise Bancorp Common Stock,United States,Finance,Commercial Banks
FIP,FTAI Infrastructure Inc. Common Stock ,United States,Industrials,Consumer Electronics/Appliances
FISI,Financial Institutions Inc. Common Stock,United States,Finance,Major Banks
FITB,Fifth Third Bancorp Common Stock,United States,Finance,Major Banks
FITBI,Fifth Third Bancorp Depositary Shares,United States,Finance,Major Banks
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,United States,Finance,Major Banks
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,United States,Finance,Major Banks
FIVE,Five Below Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,United States,Technology,EDP Services
FIXX,Homology Medicines Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FIZZ,National Beverage Corp. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
FKWL,Franklin Wireless Corp. Common Stock,United States,Utilities,Telecommunications Equipment
FLAG,First Light Acquisition Group Inc. Class A Common Stock,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FLEX,Flex Ltd. Ordinary Shares,Singapore,Technology,Electrical Products
FLFV,Feutune Light Acquisition Corporation Class A Common Stock,United States,Finance,Blank Checks
FLFVR,Feutune Light Acquisition Corporation Right,United States,Finance,Blank Checks
FLFVU,Feutune Light Acquisition Corporation Unit,United States,Finance,Blank Checks
FLFVW,Feutune Light Acquisition Corporation Warrant,United States,Finance,Blank Checks
FLGC,Flora Growth Corp. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
FLGT,Fulgent Genetics Inc. Common Stock,United States,Health Care,Medical Specialities
FLIC,First of Long Island Corporation (The) Common Stock,United States,Finance,Major Banks
FLJ,FLJ Group Limited American Depositary Shares,China,Finance,Real Estate
FLL,Full House Resorts Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
FLNC,Fluence Energy Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
FLNT,Fluent Inc. Common Stock,United States,Consumer Discretionary,Advertising
FLUX,Flux Power Holdings Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
FLWS,1-800-FLOWERS.COM Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
FLXS,Flexsteel Industries Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
FLYW,Flywire Corporation Voting Common Stock,United States,Technology,Computer Software: Prepackaged Software
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
FMBH,First Mid Bancshares Inc. Common Stock,United States,Finance,Major Banks
FMNB,Farmers National Banc Corp. Common Stock,United States,Finance,Major Banks
FNCB,FNCB Bancorp Inc. Common Stock,United States,Finance,Major Banks
FNCH,Finch Therapeutics Group Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FNGR,FingerMotion Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
FNKO,Funko Inc. Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
FNLC,First Bancorp Inc  (ME) Common Stock,United States,Finance,Major Banks
FNVT,Finnovate Acquisition Corp. Class A Ordinary Shares,Cayman Islands,Finance,Blank Checks
FNVTU,Finnovate Acquisition Corp. Units,Cayman Islands,Finance,Blank Checks
FNVTW,Finnovate Acquisition Corp. Warrants,Cayman Islands,Finance,Blank Checks
FNWB,First Northwest Bancorp Common Stock,United States,Finance,Banks
FNWD,Finward Bancorp Common Stock,United States,Finance,Savings Institutions
FOCS,Focus Financial Partners Inc. Class A Common Stock,United States,Finance,Investment Managers
FOLD,Amicus Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FONR,Fonar Corporation Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FORA,Forian Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
FORD,Forward Industries Inc. Common Stock,United States,,
FORL,Four Leaf Acquisition Corporation Class A Common Stock,United States,Finance,Blank Checks
FORLW,Four Leaf Acquisition Corporation Warrants,United States,Finance,Blank Checks
FORM,FormFactor Inc. FormFactor Inc. Common Stock,United States,Technology,Semiconductors
FORR,Forrester Research Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,Israel,Technology,EDP Services
FOSL,Fossil Group Inc. Common Stock,United States,Consumer Discretionary,Consumer Specialties
FOSLL,Fossil Group Inc. 7% Senior Notes due 2026,United States,Consumer Discretionary,Consumer Specialties
FOX,Fox Corporation Class B Common Stock,United States,Industrials,Broadcasting
FOXA,Fox Corporation Class A Common Stock,United States,Industrials,Broadcasting
FOXF,Fox Factory Holding Corp. Common Stock,United States,Consumer Discretionary,Motor Vehicles
FOXO,FOXO Technologies Inc. Class A Common Stock,,Technology,Retail: Computer Software & Peripheral Equipment
FPAY,FlexShopper Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
FRAF,Franklin Financial Services Corporation Common Stock,United States,Finance,Major Banks
FRBA,First Bank Common Stock,United States,Finance,Major Banks
FRBK,Republic First Bancorp Inc. Common Stock,United States,Finance,Major Banks
FRBN,Forbion European Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks
FRBNU,Forbion European Acquisition Corp. Unit,United States,Finance,Blank Checks
FRBNW,Forbion European Acquisition Corp. Warrants,United States,Finance,Blank Checks
FRD,Friedman Industries Inc. Common Stock,United States,Industrials,Steel/Iron Ore
FREE,Whole Earth Brands Inc. Class A Common Stock,United States,Consumer Staples,Specialty Foods
FREEW,Whole Earth Brands Inc. Warrant,United States,Consumer Staples,Specialty Foods
FREQ,Frequency Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FRES,Fresh2 Group Limited American Depositary Shares,China,Health Care,Medical Specialities
FRG,Franchise Group Inc. Common Stock,United States,Miscellaneous,Multi-Sector Companies
FRGAP,Franchise Group Inc. 7.50% Series A Cumulative Perpetual Preferred Stock,United States,Miscellaneous,Multi-Sector Companies
FRGI,Fiesta Restaurant Group Inc. Common Stock,United States,Consumer Discretionary,Restaurants
FRGT,Freight Technologies Inc. Ordinary Shares,United States,Consumer Discretionary,Professional Services
FRHC,Freedom Holding Corp. Common Stock,Kazakhstan,Finance,Investment Bankers/Brokers/Service
FRLA,Fortune Rise Acquisition Corporation Class A Common Stock,United States,Finance,Finance: Consumer Services
FRLAU,Fortune Rise Acquisition Corporation Units,United States,Finance,Finance: Consumer Services
FRLAW,Fortune Rise Acquisition Corporation Warrant,United States,Finance,Finance: Consumer Services
FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FRME,First Merchants Corporation Common Stock,United States,Finance,Major Banks
FRMEP,First Merchants Corporation Depository Shares,United States,Finance,Major Banks
FROG,JFrog Ltd. Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
FRPH,FRP Holdings Inc. Common Stock,United States,Finance,Real Estate
FRPT,Freshpet Inc. Common Stock,United States,Consumer Staples,Packaged Foods
FRSH,Freshworks Inc. Class A Common Stock,United States,Technology,EDP Services
FRST,Primis Financial Corp. Common Stock,United States,Finance,Major Banks
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,Israel,Technology,Computer Software: Prepackaged Software
FRTX,Fresh Tracks Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FRZA,Forza X1 Inc. Common Stock,United States,Industrials,Marine Transportation
FSBC,Five Star Bancorp Common Stock,United States,Finance,Banks
FSBW,FS Bancorp Inc. Common Stock,United States,Finance,Banks
FSEA,First Seacoast Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
FSFG,First Savings Financial Group Inc. Common Stock,United States,Finance,Major Banks
FSI,Flexible Solutions International Inc. Common Stock (CDA),Canada,Consumer Discretionary,Recreational Games/Products/Toys
FSLR,First Solar Inc. Common Stock,United States,Technology,Semiconductors
FSP,Franklin Street Properties Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
FSRX,FinServ Acquisition Corp. II Class A Common Stock,United States,Finance,Blank Checks
FSTR,L.B. Foster Company Common Stock,United States,Industrials,Metal Fabrications
FSV,FirstService Corporation Common Shares,Canada,,
FTAI,FTAI Aviation Ltd. Common Stock,United States,,
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,United States,,
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,United States,,
FTAIO,FTAI Aviation Ltd. 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,United States,,
FTAIP,FTAI Aviation Ltd. 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,United States,,
FTCI,FTC Solar Inc. Common Stock,United States,Technology,Semiconductors
FTDR,Frontdoor Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
FTEK,Fuel Tech Inc. Common Stock,United States,Industrials,Pollution Control Equipment
FTEL,Fitell Corporation Ordinary Shares,Australia,,
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
FTFT,Future FinTech Group Inc. Common Stock,China,Consumer Discretionary,Business Services
FTHM,Fathom Holdings Inc. Common Stock,United States,Finance,Real Estate
FTII,FutureTech II Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
FTNT,Fortinet Inc. Common Stock,United States,Technology,Computer peripheral equipment
FTRE,Fortrea Holdings Inc. Common Stock,United States,Health Care,Medical Specialities
FULC,Fulcrum Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FULT,Fulton Financial Corporation Common Stock,United States,Finance,Major Banks
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
FUNC,First United Corporation Common Stock,United States,Finance,Major Banks
FUND,Sprott Focus Trust Inc. Common Stock,United States,Finance,Investment Managers
FURY,Fury Gold Mines Limited Common Shares,,Basic Materials,Precious Metals
FUSB,First US Bancshares Inc. Common Stock,United States,Finance,Major Banks
FUSN,Fusion Pharmaceuticals Inc. Common Shares,Canada,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FUTU,Futu Holdings Limited American Depositary Shares,Hong Kong,Finance,Investment Bankers/Brokers/Service
FUV,Arcimoto Inc. Common Stock,United States,Consumer Discretionary,Motor Vehicles
FVCB,FVCBankcorp Inc. Common Stock,United States,Finance,Major Banks
FWAC,Fifth Wall Acquisition Corp. III Class A Ordinary Shares,United States,Finance,Blank Checks
FWBI,First Wave BioPharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,United States,Consumer Discretionary,Movies/Entertainment
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,United States,Consumer Discretionary,Movies/Entertainment
FWRD,Forward Air Corporation Common Stock,United States,Consumer Discretionary,Oil Refining/Marketing
FWRG,First Watch Restaurant Group Inc. Common Stock,United States,Consumer Discretionary,Restaurants
FXCO,Financial Strategies Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
FXCOR,Financial Strategies Acquisition Corp. Rights,United States,Finance,Blank Checks
FXCOW,Financial Strategies Acquisition Corp. Warrants,United States,Finance,Blank Checks
FXNC,First National Corporation Common Stock,United States,Finance,Major Banks
FYBR,Frontier Communications Parent Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
GABC,German American Bancorp Inc. Common Stock,United States,Finance,Major Banks
GAIA,Gaia Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
GAIN,Gladstone Investment Corporation Business Development Company,United States,Finance,Finance: Consumer Services
GAINL,Gladstone Investment Corporation 8.00% Notes due 2028,United States,Finance,Finance: Consumer Services
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,United States,Finance,Finance: Consumer Services
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,United States,Finance,Finance: Consumer Services
GALT,Galectin Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GAMB,Gambling.com Group Limited Ordinary Shares,Jersey,Consumer Discretionary,Services-Misc. Amusement & Recreation
GAMC,Golden Arrow Merger Corp. Class A Common Stock,United States,Finance,Blank Checks
GAMCU,Golden Arrow Merger Corp. Unit,United States,Finance,Blank Checks
GAMCW,Golden Arrow Merger Corp. Warrant,United States,Finance,Blank Checks
