Symbol,Name,Country,Sector,Industry,float shares
LNG,Cheniere Energy Inc. Common Stock,United States,Utilities,Oil/Gas Transmission,238984568.0
LNSR,LENSAR Inc. Common Stock,United States,Health Care,Medical Electronics,8135055.0
LNT,Alliant Energy Corporation Common Stock,United States,Utilities,Power Generation,252195963.0
LNTH,Lantheus Holdings Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,66967649.0
LNW,Light & Wonder Inc. Common Stock,United States,Technology,EDP Services,72902780.0
LNZA,LanzaTech Global Inc. Common Stock,United States,Industrials,Major Chemicals,80641376.0
LNZAW,LanzaTech Global Inc. Warrant,United States,Industrials,Major Chemicals,
LOAN,Manhattan Bridge Capital Inc,United States,Real Estate,Real Estate Investment Trusts,8653841.0
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States,Consumer Discretionary,Restaurants,27709040.0
LODE,Comstock Inc. Common Stock,United States,Industrials,Major Chemicals,96732385.0
LOGI,Logitech International S.A. Ordinary Shares,United States,Technology,Computer peripheral equipment,156861245.0
LOOP,Loop Industries Inc. Common Stock,Canada,Industrials,Major Chemicals,23170380.0
LOPE,Grand Canyon Education Inc. Common Stock,United States,Consumer Discretionary,Educational Services,29164827.0
LOV,Spark Networks SE American Depositary Shares ,Germany,Consumer Discretionary,Other Consumer Services,20456651.0
LPCN,Lipocine Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,5147159.0
LPLA,LPL Financial Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,75617553.0
LPRO,Open Lending Corporation Common Stock,United States,Finance,Finance: Consumer Services,98779205.0
LPSN,LivePerson Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,73004046.0
LPTH,LightPath Technologies Inc. Class A Common Stock,United States,Technology,Semiconductors,26994428.0
LPTX,Leap Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,24575777.0
LQDA,Liquidia Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,47546508.0
LQDT,Liquidity Services Inc. Common Stock,United States,Consumer Discretionary,Business Services,20384140.0
LRCX,Lam Research Corporation Common Stock,United States,Technology,Industrial Machinery/Components,131997556.0
LRFC,Logan Ridge Finance Corporation Common Stock,United States,Finance,Finance: Consumer Services,
LRMR,Larimar Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,19638031.0
LSAK,Lesaka Technologies Inc. Common Stock,South Africa,Finance,Investment Bankers/Brokers/Service,33326219.0
LSBK,Lake Shore Bancorp Inc. Common Stock,United States,Finance,Savings Institutions,1706297.0
LSCC,Lattice Semiconductor Corporation Common Stock,United States,Technology,Semiconductors,135896159.0
LSDI,Lucy Scientific Discovery Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,10505076.0
LSEA,Landsea Homes Corporation Common Stock,United States,Consumer Discretionary,Homebuilding,12715452.0
LSEAW,Landsea Homes Corporation Warrant,United States,Consumer Discretionary,Homebuilding,
LSTA,Lisata Therapeutics Inc. Common Stock,United States,Health Care,Misc Health and Biotechnology Services,6800659.0
LSTR,Landstar System Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services,35601386.0
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,United States,Consumer Discretionary,Movies/Entertainment,297344072.0
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,United States,Industrials,Broadcasting,297344072.0
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,United States,Industrials,Broadcasting,297344072.0
LTBR,Lightbridge Corporation Common Stock,United States,Consumer Discretionary,Professional Services,10854913.0
LTRN,Lantern Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,7437249.0
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,United States,Technology,EDP Services,72331784.0
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,United States,Technology,EDP Services,72331784.0
LTRX,Lantronix Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment,27700808.0
LTRY,Lottery.com Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,1531832.0
LTRYW,Lottery.com Inc. Warrants,United States,Technology,Computer Software: Prepackaged Software,
LUCD,Lucid Diagnostics Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,8646536.0
LUCY,Innovative Eyewear Inc. Common Stock,United States,Health Care,Ophthalmic Goods,7720505.0
LUCYW,Innovative Eyewear Inc. Series A Warrants,United States,Health Care,Ophthalmic Goods,
LULU,lululemon athletica inc. Common Stock,Canada,Consumer Discretionary,Apparel,116907821.0
LUMO,Lumos Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,4677861.0
LUNA,Luna Innovations Incorporated Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,30515292.0
LUNG,Pulmonx Corporation Common Stock,United States,Health Care,Industrial Specialties,33195920.0
LUNR,Intuitive Machines Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components,8240635.0
LUNRW,Intuitive Machines Inc. Warrants,United States,Industrials,Industrial Machinery/Components,
LUXH,LuxUrban Hotels Inc. Common Stock,United States,Finance,Real Estate,7424177.0
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution,16920263.0
LVO,LiveOne Inc. Common Stock,United States,Consumer Discretionary,Restaurants,69483575.0
LVOX,LiveVox Holdings Inc. Class A Common Stock,United States,Technology,EDP Services,17457704.0
LVRO,Lavoro Limited Class A Ordinary Shares,Brazil,Finance,Blank Checks,101953502.0
LVROW,Lavoro Limited Warrant,Brazil,Finance,Blank Checks,
LVTX,LAVA Therapeutics N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations,8029739.0
LWAY,Lifeway Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods,4476793.0
LWLG,Lightwave Logic Inc. Common Stock,United States,Industrials,Plastic Products,115807125.0
LX,LexinFintech Holdings Ltd. American Depositary Shares,China,Finance,Finance: Consumer Services,92727712.0
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,China,Consumer Discretionary,Educational Services,3333350.0
LXFR,Luxfer Holdings PLC Ordinary Shares,United Kingdom,Industrials,Major Chemicals,24209108.0
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,104886551.0
LYEL,Lyell Immunopharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,160328433.0
LYFT,Lyft Inc. Class A Common Stock,United States,Consumer Discretionary,Business Services,341944195.0
LYRA,Lyra Therapeutics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,16124107.0
LYT,Lytus Technologies Holdings PTV. Ltd. Common Shares,United Arab Emirates,Technology,EDP Services,6058693.0
LYTS,LSI Industries Inc. Common Stock,United States,Consumer Discretionary,Building Products,26522938.0
LZ,LegalZoom.com Inc. Common Stock,United States,Technology,EDP Services,106370430.0
MACA,Moringa Acquisition Corp Class A Ordinary Shares,United States,Finance,Blank Checks,2668278.0
MACAU,Moringa Acquisition Corp Units,United States,Finance,Blank Checks,2668278.0
MACAW,Moringa Acquisition Corp Warrant,United States,Finance,Blank Checks,
MACK,Merrimack Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,10185491.0
MAG,MAG Silver Corporation Ordinary Shares,Canada,Basic Materials,Precious Metals,92643137.0
MAMA,Mama's Creations Inc. Common Stock,United States,Consumer Staples,Specialty Foods,24179761.0
MANH,Manhattan Associates Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,61049031.0
MAPS,WM Technology Inc. Class A Common Stock ,United States,Technology,Computer Software: Prepackaged Software,79243557.0
MAPSW,WM Technology Inc. Warrants ,United States,Technology,Computer Software: Prepackaged Software,
MAQC,Maquia Capital Acquisition Corporation Class A Common Stock,United States,Finance,Blank Checks,3788603.0
MAQCU,Maquia Capital Acquisition Corporation Unit,United States,Finance,Blank Checks,3788603.0
MAQCW,Maquia Capital Acquisition Corporation Warrant,United States,Finance,Blank Checks,
MAR,Marriott International Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts,236235574.0
MARA,Marathon Digital Holdings Inc. Common Stock,United States,Technology,EDP Services,173266024.0
MARK,Remark Holdings Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment,17020976.0
MARPS,Marine Petroleum Trust Units of Beneficial Interest,United States,Energy,Oil & Gas Production,1611320.0
MARX,Mars Acquisition Corp. Ordinary Shares,United States,Finance,Blank Checks,7167013.0
MASI,Masimo Corporation Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,44513490.0
MASS,908 Devices Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,24011365.0
MAT,Mattel Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys,351136388.0
MATH,Metalpha Technology Holding Limited Ordinary Shares,China,Finance,Finance/Investors Services,18566601.0
MATW,Matthews International Corporation Class A Common Stock,United States,Telecommunications,Metal Fabrications,29384537.0
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,Singapore,Technology,Semiconductors,31899444.0
MAYS,J. W. Mays Inc. Common Stock,United States,Real Estate,Building operators,518096.0
MBCN,Middlefield Banc Corp. Common Stock,United States,Finance,Major Banks,7195919.0
MBIN,Merchants Bancorp Common Stock,United States,Finance,Major Banks,25867579.0
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks,25867579.0
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,United States,Finance,Major Banks,25867579.0
MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,United States,Finance,Major Banks,25867579.0
MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks,25867579.0
MBIO,Mustang Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,5425433.0
MBLY,Mobileye Global Inc. Class A Common Stock,Israel,Technology,Computer Software: Prepackaged Software,92755876.0
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States,Finance,Commercial Banks,
MBOT,Microbot Medical Inc. Common Stock,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),10854673.0
MBRX,Moleculin Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,28818351.0
MBTC,Nocturne Acquisition Corporation Ordinary Shares,United States,Finance,Blank Checks,1495751.0
MBTCR,Nocturne Acquisition Corporation Right,United States,Finance,Blank Checks,1495751.0
MBUU,Malibu Boats Inc. Class A Common Stock,United States,Industrials,Marine Transportation,20277392.0
MBWM,Mercantile Bank Corporation Common Stock,United States,Finance,Major Banks,14805477.0
MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks,9417992.0
MCAAW,Mountain & Co. I Acquisition Corp. Warrant,United States,Finance,Blank Checks,
MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,United States,Finance,Blank Checks,5385950.0
MCACW,Monterey Capital Acquisition Corporation Warrants,United States,Finance,Blank Checks,
MCAF,Mountain Crest Acquisition Corp. IV Common Stock,United States,Finance,Blank Checks,
MCAFR,Mountain Crest Acquisition Corp. IV Rights,United States,Finance,Blank Checks,
MCAG,Mountain Crest Acquisition Corp. V Common Stock,United States,Finance,Blank Checks,587842.0
MCBC,Macatawa Bank Corporation Common Stock,United States,Finance,Major Banks,26420905.0
MCBS,MetroCity Bankshares Inc. Common Stock,United States,Finance,Major Banks,17950713.0
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States,Industrials,Marine Transportation,15806099.0
MCHP,Microchip Technology Incorporated Common Stock,United States,Technology,Semiconductors,532865163.0
MCHX,Marchex Inc. Class B Common Stock,United States,Consumer Discretionary,Business Services,16628176.0
MCLD,mCloud Technologies Corp. Common Shares,Canada,Technology,Computer Software: Prepackaged Software,15948398.0
MCOM,micromobility.com Inc. Class A Common stock,United States,Consumer Discretionary,Business Services,129992753.0
MCOMW,micromobility.com Inc. Warrant,United States,Consumer Discretionary,Business Services,
MCRB,Seres Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,96518844.0
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts,13384433.0
MCVT,Mill City Ventures III Ltd. Common Stock,United States,Finance,Finance Companies,1826011.0
MDB,MongoDB Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment,67959278.0
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,10686347.0
MDGS,Medigus Ltd. American Depositary Shares,Israel,Health Care,Medical/Dental Instruments,1643375.0
MDIA,Mediaco Holding Inc. Class A Common Stock ,United States,Consumer Discretionary,Broadcasting,2581853.0
MDJH,MDJM LTD Ordinary Share,China,Finance,Real Estate,1455199.0
MDLZ,Mondelez International Inc. Class A Common Stock,United States,Consumer Staples,Packaged Foods,1357792312.0
MDNA,Medicenna Therapeutics Corp. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,48744836.0
MDRR,Medalist Diversified REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts,1324829.0
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts,1324829.0
MDRX,Veradigm Inc. Common Stock,United States,Technology,EDP Services,106308669.0
MDVL,MedAvail Holdings Inc. Common Stock,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores,376203.0
MDWD,MediWound Ltd. Ordinary Shares,Israel,Health Care, Medicinal Chemicals and Botanical Products ,3789147.0
MDWT,Midwest Holding Inc. Common Stock,United States,Finance,Life Insurance,2166352.0
MDXG,MiMedx Group Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,105910617.0
ME,23andMe Holding Co. Class A Common Stock,United States,Health Care,Precision Instruments,302441253.0
MEDP,Medpace Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,23460290.0
MEDS,TRxADE HEALTH Inc. Common Stock,United States,Health Care,Other Pharmaceuticals,915933.0
MEGL,Magic Empire Global Limited Ordinary Shares,Hong Kong,Finance,Finance: Consumer Services,8030125.0
MEIP,MEI Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,5601997.0
MELI,MercadoLibre Inc. Common Stock,Argentina,Consumer Discretionary,Catalog/Specialty Distribution,46241545.0
MERC,Mercer International Inc. Common Stock,Canada,Basic Materials,Paper,54698689.0
MESA,Mesa Air Group Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services,32071615.0
MESO,Mesoblast Limited American Depositary Shares,Australia,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),122494447.0
META,Meta Platforms Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing,2197248228.0
METC,Ramaco Resources Inc. Class A Common Stock,United States,Energy,Coal Mining,29340831.0
METCB,Ramaco Resources Inc. Class B Common Stock,United States,Energy,Coal Mining,29340831.0
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,United States,Energy,Coal Mining,
METX,BTC Digital Ltd. Ordinary Shares,China,Consumer Discretionary,Educational Services,21014826.0
METXW,Meten Holding Group Ltd. Warrant,China,Consumer Discretionary,Educational Services,
MF,Missfresh Limited American Depositary Shares,China,Consumer Discretionary,Other Specialty Stores,5586755.0
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,China,Finance,Finance: Consumer Services,26649587.0
MFIC,MidCap Financial Investment Corporation Common Stock,United States,Finance,Finance/Investors Services,
MFIN,Medallion Financial Corp. Common Stock,United States,Finance,Finance: Consumer Services,14509153.0
MGAM,Mobile Global Esports Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,12536612.0
MGEE,MGE Energy Inc,United States,Utilities,Power Generation,36100807.0
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software,26190625.0
MGIH,Millennium Group International Holdings Limited Ordinary Shares,Hong Kong,Consumer Discretionary,Publishing,
MGNI,Magnite Inc. Common Stock,United States,Consumer Discretionary,Advertising,121055020.0
MGNX,MacroGenics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,54623329.0
MGOL,MGO Global Inc. Common Stock,United States,Consumer Discretionary,Advertising,6010215.0
MGPI,MGP Ingredients Inc.,United States,Consumer Staples,Beverages (Production/Distribution),15275024.0
MGRC,McGrath RentCorp Common Stock,United States,Consumer Discretionary,Diversified Commercial Services,24314088.0
MGRM,Monogram Orthopaedics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,21171455.0
MGRX,Mangoceuticals Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,6989502.0
MGTA,Magenta Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,33638320.0
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),29786113.0
MGYR,Magyar Bancorp Inc. Common Stock,United States,Finance,Savings Institutions,5386040.0
MHH,Mastech Digital Inc Common Stock,United States,Consumer Discretionary,Professional Services,4444063.0
MHLD,Maiden Holdings Ltd.,Bermuda,Finance,Property-Casualty Insurers,34327525.0
MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,China,Health Care,Medical Specialities,7999312.0
MICS,The Singing Machine Company Inc. Common Stock,United States,Consumer Staples,Diversified Electronic Products,1817792.0
MIDD,Middleby Corporation (The) Common Stock,United States,Industrials,Industrial Machinery/Components,47620928.0
MIGI,Mawson Infrastructure Group Inc. Common Stock,Australia,Finance,Finance: Consumer Services,12527779.0
MIMO,Airspan Networks Holdings Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment,28457141.0
MIND,MIND Technology Inc. Common Stock (DE),United States,Industrials,Industrial Machinery/Components,12975478.0
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),United States,Industrials,Industrial Machinery/Components,12975478.0
MINM,Minim Inc. Common Stock,United States,Utilities,Telecommunications Equipment,1095884.0
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,30849402.0
MIRO,Miromatrix Medical Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),19676434.0
MIST,Milestone Pharmaceuticals Inc. Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology,27412821.0
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,United States,Finance,Blank Checks,4678054.0
MITAW,Coliseum Acquisition Corp. Warrant,United States,Finance,Blank Checks,
MITK,Mitek Systems Inc. Common Stock,United States,Technology,Computer peripheral equipment,40680886.0
MITQ,Moving iMage Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment,7715119.0
MKSI,MKS Instruments Inc. Common Stock,United States,Industrials,Industrial Machinery/Components,62885121.0
MKTW,MarketWise Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,22823864.0
MKTX,MarketAxess Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,36912197.0
MKUL,Molekule Group Inc. Common Stock,United States,Utilities,Environmental Services,11896876.0
MLAB,Mesa Laboratories Inc. Common Stock,United States,Industrials,Industrial Machinery/Components,5098924.0
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong,Consumer Discretionary,Hotels/Resorts,189880750.0
MLEC,Moolec Science SA Ordinary Shares,Luxembourg,Finance,Blank Checks,6037810.0
MLECW,Moolec Science SA Warrant,Luxembourg,Finance,Blank Checks,
MLGO,MicroAlgo Inc. Ordinary Shares,United States,Technology,EDP Services,3381352.0
MLKN,MillerKnoll Inc. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services,74920050.0
MLSS,Milestone Scientific Inc. Common Stock,United States,Health Care,Industrial Specialties,55792245.0
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations,20108901.0
MLYS,Mineralys Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,14068988.0
MMAT,Meta Materials Inc. Common Stock,United States,Technology,Semiconductors,401300261.0
MMLP,Martin Midstream Partners L.P. Limited Partnership,United States,Energy,Oil Refining/Marketing,28607441.0
MMSI,Merit Medical Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,56380659.0
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share,Hong Kong,Finance,Blank Checks,31058860.0
MMVWW,MultiMetaVerse Holdings Limited Warrant,Hong Kong,Finance,Blank Checks,
MMYT,MakeMyTrip Limited Ordinary Shares,India,Consumer Discretionary,Transportation Services,51577310.0
MNDO,MIND C.T.I. Ltd. Ordinary Shares,Israel,Technology,EDP Services,16871498.0
MNDY,monday.com Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software,28079837.0
MNKD,MannKind Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,262564077.0
MNMD,Mind Medicine (MindMed) Inc. Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology,35687195.0
MNOV,Medicinova Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,42072360.0
MNPR,Monopar Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,5106486.0
MNRO,Monro Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket,31036593.0
MNSB,MainStreet Bancshares Inc. Common Stock,United States,Finance,Major Banks,6020827.0
MNSBP,MainStreet Bancshares Inc. Depositary Shares,United States,Finance,Major Banks,6020827.0
MNST,Monster Beverage Corporation,United States,Consumer Staples,Beverages (Production/Distribution),754066541.0
MNTK,Montauk Renewables Inc. Common Stock,United States,Utilities,Natural Gas Distribution,62790289.0
MNTX,Manitex International Inc. Common Stock,United States,Technology,Industrial Machinery/Components,14300827.0
MOB,Mobilicom Limited American Depositary Shares,Israel,Real Estate,Real Estate Investment Trusts,742999.0
MOBBW,Mobilicom Limited Warrants,Israel,Real Estate,Real Estate Investment Trusts,
MOBQ,Mobiquity Technologies Inc. Common Stock,United States,Consumer Discretionary,Advertising,1887003.0
MOBV,Mobiv Acquisition Corp Class A Common Stock,United States,Finance,Blank Checks,5425796.0
MOBVU,Mobiv Acquisition Corp Unit,United States,Finance,Blank Checks,5425796.0
MOBVW,Mobiv Acquisition Corp Warrant,United States,Finance,Blank Checks,
MODD,Modular Medical Inc. Common Stock,United States,Health Care,Industrial Specialties,14893210.0
MOFG,MidWestOne Financial Gp Common Stock,United States,Finance,Major Banks,10151098.0
MOGO,Mogo Inc. Common Shares,Canada,Finance,Finance: Consumer Services,21598976.0
MOMO,Hello Group Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software,144207663.0
MOND,Mondee Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Transportation Services,30743770.0
MOR,MorphoSys AG American Depositary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations,115987028.0
MORF,Morphic Holding Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,35514900.0
MORN,Morningstar Inc. Common Stock,United States,Finance,Investment Managers,22259686.0
MOTS,Motus GI Holdings Inc. Common Stock,Israel,Health Care,Medical/Dental Instruments,5739280.0
MOVE,Movano Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,40896166.0
MOXC,Moxian (BVI) Inc Ordinary Shares,China,Technology,Computer Software: Programming Data Processing,25868161.0
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.,16209670.0
MPB,Mid Penn Bancorp Common Stock,United States,Finance,Major Banks,14547271.0
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,United States,Finance,Blank Checks,
MPRAW,Mercato Partners Acquisition Corporation Warrant,United States,Finance,Blank Checks,
MPU,Mega Matrix Corp. Common Stock,United States,Consumer Discretionary,Transportation Services,26129358.0
MPWR,Monolithic Power Systems Inc. Common Stock,United States,Technology,Semiconductors,45487523.0
MQ,Marqeta Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,412031594.0
MRAI,Marpai Inc. Class A Common Stock,United States,Health Care,Managed Health Care,4441574.0
MRAM,Everspin Technologies Inc. Common Stock,United States,Technology,Semiconductors,15337699.0
MRBK,Meridian Corporation Common Stock,United States,Finance,Major Banks,7037090.0
MRCC,Monroe Capital Corporation Common Stock,United States,Finance,Investment Managers,
MRCY,Mercury Systems Inc Common Stock,United States,Technology,Electrical Products,51530092.0
MREO,Mereo BioPharma Group plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,75303234.0
MRIN,Marin Software Incorporated Common Stock,United States,Technology,EDP Services,16617771.0
MRKR,Marker Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,6645265.0
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Japan,Consumer Discretionary,Other Consumer Services,2911533.0
MRNA,Moderna Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),343587571.0
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,40411335.0
MRSN,Mersana Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,67855245.0
MRTN,Marten Transport Ltd. Common Stock,United States,Industrials,Trucking Freight/Courier Services,57434609.0
MRTX,Mirati Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,37725376.0
MRUS,Merus N.V. Common Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations,40041158.0
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,109898922.0
MRVL,Marvell Technology Inc. Common Stock,United States,Technology,Semiconductors,854220800.0
MSBI,Midland States Bancorp Inc. Common Stock,United States,Finance,Major Banks,19271229.0
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks,19271229.0
MSEX,Middlesex Water Company Common Stock,United States,Utilities,Water Supply,17389963.0
MSFT,Microsoft Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software,7423671316.0
MSGM,Motorsport Games Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,1293326.0
MSN,Emerson Radio Corporation Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances,5791780.0
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,United States,Finance,Blank Checks,4389112.0
MSSAW,Metal Sky Star Acquisition Corporation Warrant,United States,Finance,Blank Checks,
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,Technology,Computer Software: Prepackaged Software,12062591.0
MTC,MMTec Inc. Common Shares,China,Technology,Computer Software: Prepackaged Software,83962376.0
MTCH,Match Group Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing,276537812.0
MTEM,Molecular Templates Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,3958627.0
MTEX,Mannatech Incorporated Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products ,881380.0
